,Category,Channel Id,Channel Title,Comments Count,Dislikes Count,Duration,Likes Count,Published Day,Published Month,Published Time,Published Week,Tags,Video Description,Video Id,Video Title,Views
327,25,UCljy6_3EPeAybTZ6huAnyjw,uncutnews.ch,274,61,926.0,1376,2018-11-18,2018-11,Sun 10,2018-11 46,"['unmigrationspakt', 'professor reinhard merkel', 'uno', 'migrationspakt']","Ein Interview im Deutschlandfunk trifft auf eine Meinung, die von der des Interviewers und der offiziellen Regierungsmeinung abweicht. Das geht im Deutschlandfunk ja gar nicht. Dirk-Oliver Heckmann befragt Merkel zum Thema UN-Migrationspakt und gerät an seine Grenzen. Weil es sich nicht um Kanzlerin Frau Dr. Merkel handelt, sondern um den Rechtswissenschaftler Professor Reinhard Merkel aus Hamburg.
Reinhard Merkel: https://bit.ly/2KiyHxT
Bild:  (dpa / picture-alliance / Eventpress Stauffenberg)
#migrationspakt #europa #uno",DA7kP2ZODfY,Wichtig ☛ Rechtswissenschaftler Reinhard Merkel und die Irreführung über den UN-Migrationspakt,44378
328,22,UCusYz5_jMV2nesJt01GPBiA,Alex von MeGGi,20,1,882.0,45,2018-11-18,2018-11,Sun 09,2018-11 46,"['persönlichkeitsentwicklung', 'lebensberatung', 'lebenshilfe', 'glücklichsein', 'glück', 'lebensfreude', 'liebe', 'partnerschaft', 'sex', 'beauty', 'feminismus', 'deutsch', 'mgtow', 'papsttum', 'papst']","MeGGi = Mehr Glück, Gesundheit, interessanter sein. Alex gibt Dir Tipps für ein Leben mit mehr Lebensfreude und Lebensqualität. 

Links:

Neuste Meldung: n-tv - Die Mutter des Migrationspakts - Zoff in CDU immer größer - Wer hat den Pakt ausgeheckt?
https://www.youtube.com/watch?v=x0Xi2UP_yOE

Ergänzende Meldung: Spahn will über Migrationspakt abstimmen
https://www.youtube.com/watch?v=LnjHjLRYgfA&t=61s

UN Migrationspakt deutsch:
www.un.org/depts/german/migration/A.CONF.231.3.pdf

Eva Hermann erklärt den Migrationspakt:
https://www.youtube.com/watch?v=ru3QViB4OjY&t=44s

Video von Carsten Jahn ""Stoppt den Pakt - Deutschland es geht um Alles"" - Hier wird aufgezeigt, dass u.a. der Vatikan hinter dem Migrationspakt steckt:
https://www.youtube.com/watch?v=Jok2R...

Bericht darüber, dass der Vatikan die Migrationsthesen schon 2016 verfasst hat:
https://deutsch.rt.com/international/...

Rechtliche Seite des Migrationspakts:
https://www.youtube.com/watch?v=43IGux60NWU

Meine NWO-Reihe:
Teil 001: ""Der Glaube der Elite""
https://youtu.be/ma3t8alMOH8

Teil 002: ""Das Netzwerk der Elite""
https://youtu.be/F4E2NO9CBL0

Teil 003: ""Das Ziel der Elite""
https://www.youtube.com/watch?v=uuAB7k3zug8

Teil 004: ""Krisen und Geständnisse""
https://www.youtube.com/watch?v=9KKEKHCXKCc

Teil 005: ""Die geplante Einheitsreligion""
https://www.youtube.com/watch?v=K-RtiKzSduM

Teil 006: ""Der Ursprung der Eliten""
https://www.youtube.com/watch?v=GUXDgdBN2jU

Teil 007: ""Einheit in Vergangenheit und Gegenwart""
https://www.youtube.com/watch?v=uOcKBV5XeTI

Teil 008: ""Babylon damals, Babylon heute""
https://www.youtube.com/watch?v=0JNNpMYt8IE

Teil 009: ""Babylon in der Zukunft""
https://www.youtube.com/watch?v=Xyv2hrGOWiE

Teil 010: ""Das Ende der Eliten""
https://www.youtube.com/watch?v=MsR2xgU4ttk&t=8s

Teil 011: ""Die letzte Entscheidung""
https://www.youtube.com/watch?v=aqCRHmY3Llc&t=1s

Bereits vorher zum Thema erschienen:
https://www.youtube.com/watch?v=iLGKtBUBAt4&t=147s",iLGKtBUBAt4,MeGGi - Globalisierung - NWO - Neue Weltordnung - Uno - Weltregierung - Vatikan - Migrationspakt,1292
329,22,UCVdrhUQK-C0WS-nH_aLn8lQ,GermanDefence24,37,11,4887.0,228,2018-11-18,2018-11,Sun 08,2018-11 46,"['demo düsseldorf 17112018', 'gegen den migrationspakt', 'patrioten nrw 17112018']",Demo in Düsseldorf am 17.11.2018 - Gegen den Migrationspakt - Reden 1,esZ8zrqnIhM,Demo in Düsseldorf am 17.11.2018 - Gegen den Migrationspakt - Reden 1,3276
330,22,UCY7v5aSpzwGDUu2JAxhktTQ,Profiteam,36,14,10638.0,290,2018-11-17,2018-11,Sat 17,2018-11 45,[],"Patrioten NRW - Den Migrationspakt Stoppen
Nicht noch mehr Blut an den Händen.

Wo?: Düsseldorf - Johannes-Rau-Platz
Wann?: 17.11.2018, 14.00 Uhr",qto47fjD9tA,Demo - Kundgebung - N O W A Y – EUROPE IS NOT YOUR HOME! – Migrationspakt stoppen – in Düsseldorf,5288
331,25,UCug6UysHiBASbPX6ASdmedw,Tagesschlau,165,0,573.0,0,2018-11-17,2018-11,Sat 15,2018-11 45,"['aktuelle nachrichten', 'news', 'info', 'tagesschlau', 'deutsch', 'arbeitsmigranten', 'bündnis 90die grünen', 'deutschland', 'fachkräftezuwanderungsgesetz', 'filiz polat', 'grüne', 'migranten', 'migration', 'migrationspakt', 'unmigrationspakt', 'uno']","Migrationspakt: Lügen Medien und Altparteien ?? Erster greifbarer Beweis gefällig ?! Die #Grüne Filiz #Polat hat in einem Interview die schnelle Umsetzung des UN-#Migrationspaktes in deutsches Recht gefordert. Obwohl einige ihrer Aussagen richtig sind, dürften sich durch das Interview vor allem die Kritiker des Paktes bestätigt fühlen.
------------------------------------------------------------------

Unterstütze  ***  Tagesschlau  ***   den PayPal - Link direkt darunter  *** Einfach  -  an klicken  ***

Direkt - Link :  
https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=KFLVVX748S9ZJ

-------------------------------------------------------------------------------------

Kanalunterstützung - Bankverbindung :

Empfänger :     C. J.

Verwendungszweck :         Schenkung - Freundin  + +  E - Mail Adresse ( Statt @ ein / )

IBAN           :     DE31702501500160419255
SWIFT / BIC :   BYLADEM1KMS
--------------------------------------------------------------------------------------

 VK - Direktlink : https://vk.com/uwe.tagesschlau

_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

Direktlink Video -Übersicht : https://www.youtube.com/channel/UCug6UysHiBASbPX6ASdmedw/videos !
------------------------

Amazon Direktlink :
https://www.amazon.de/gp/product/B0059RJ8CU?ie=UTF8&camp=1638&creativeASIN=B0059RJ8CU&linkCode=xm2&tag=computasta-21

-------------------------------------------------------------------

Tagesschlau Homepage Direktlink : https://tagesschlau-online.jimdo.com !

-----------------------------------------------------------------------------------------

Direktlink - Tagesschlau Freunde auf Facebook :
https://www.facebook.com/groups/1001540306602935/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

!! Bitte AKTIVES - Abo nicht vergessen !!
***  Tagesschlau, der neue NachrichtenSender für ! Dich !  ***

Weiterlesen :

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Direktlink zu :      SOKO   Wir  hassen  das
https://www.youtube.com/channel/UCnii6fXeEqKeI8hhpaUbBTw/feed

-------------------------------------------------------

Direkt - Link : Tagesschlau auf Instagram :
https://www.instagram.com/tagesschlau/?hl=de

--------------------------------------------------------------------

""deutsch"" ""Aktuelle Nachrichten"" ""News"" ""Info"" ""Tagesschlau""",85GK1T_LbY0,Migrationspakt: Lügen Medien und Altparteien ?? Erster greifbarer Beweis gefällig ?!,11707
332,24,UCvW7TAavTaezLn3Rc0MECXA,MindMap 4 Live Life,68,5,257.0,636,2018-11-17,2018-11,Sat 12,2018-11 45,"['deutschland', 'europa', 'migrationspakt', 'asylindustrie']","Der UN Migrationspakt - ein Schachzug, der alles zerschlagen soll - man wacht auf, aber... - Zusammenfassung / Update von Ulrike TrebesiusPaypal & Kontakt: MSOMusic@gmx.de
Weitere Angaben im Text der Kanalbeschreibung
Verkaufsplattform ebay 'Tippsy124' https://www.youtube.com/channel/UCvW7TAavTaezLn3Rc0MECXA?view_as=subscriber

Update zum UN Migrationspakt   Ulrike Trebesius",kQ7a5sU77lY,"Der UN Migrationspakt wird uns alle vernichten, wenn... - Zusammenfassung!",6760
333,27,UCfuSf2VRuxbPQqmpxFGYN8g,Axel Burkart,99,33,755.0,477,2018-11-17,2018-11,Sat 10,2018-11 45,[],"MACH MIT - Du kannst uns sehr gerne unterstützen:
★ finde etwas für dich im Shop ► https://akademie-zukunft-mensch.com/shop/
★ oder durch eine Spende z.B. via Paypal ► https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=BLGR2G33BNEJ4

ODER:
Axel Burkart - Volksbank Südostbayern
Kto 101037110 - BLZ 71090000
IBAN DE63 7109 0000 0101 0371 10
BIC GENODEF1BGL
(Als Verwendungszwecke bitte ""Unterstützung"" angeben)

★ Spendeninfos ► https://akademie-zukunft-mensch.com/unterstuetzen/

★ Like, teile und kommentiere das Video, damit hilfst du, das Wissen zu verbreiten!

★ Abonniere jetzt meinen Kanal und verpasse keine Videos mehr! ► https://www.youtube.com/channel/UCfuSf2VRuxbPQqmpxFGYN8g/?sub_confirmation=1


Herzlichen Dank
Dein Axel Burkart



══════════
MEINE EMPFEHLUNG
══════════
★ LEHRHEFTE ► https://akademie-zukunft-mensch.com/shop/brand/lehrheft/



══════════
HEIMLEHRGÄNGE
══════════
★ FREIHEIT / SCHULE DES DENKENS ► https://akademie-zukunft-mensch.com/produkt/freiheit-schule-des-heiligen-geistes-heim-lehrgang/?v=3a52f3c22ed6
★ ANTHROPOSOPHIE KOMPAKT ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-anthropsophie-kompakt/?v=3a52f3c22ed6
★ SPIRITUELLES CHRISTENTUM 1 ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-spirituelles-christentum-1/?v=3a52f3c22ed6
★ SPIRITUELLES CHRISTENTUM 2 ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-spirituelles-christentum-2/",X9IHKR80tEE,Der UN Migrationspakt im Röntgenblick des selbstehrlichen Wahrheitssuchers – (ABTV 035),11531
334,25,UCp9ci2cnPMUfDnmjEJeEUYQ,Der Fehlende Part,1467,327,1696.0,3376,2018-11-16,2018-11,Fri 18,2018-11 45,"['dfp', 'der fehlende part', 'jasmin kosubek', 'rt', 'rt deutsch', 'migration', 'migrationspakt', 'flüchtlinge', 'wirtschaft', 'kapital', 'kapitalismus']","Ein umstrittenes UN-Dokument sucht die deutsche Medienlandschaft nun offiziell heim: der Globale Pakt für sichere, geordnete und reguläre Migration.

Nach nahezu konstantem Verschweigen und ein paar Bundestagserwähnungen in diesem Jahr ist die ""rechtlich nicht bindende"" internationale Absichtserklärung zur Migration nun in aller Munde. Manche deutschen Medienvertreter planten sogar, erst am Tag der Unterzeichnung am 11. Dezember 2018 darüber zu berichten.

""Souveränitätsverlust"" ja oder nein? Die juristischen Experten und politischen Lager sind sich uneinig. Offenbar werden sich aber einige Länder genau dieser Argumentation bedienen, um den Pakt von sich zu weisen.

Wer außer Zivilgesellschaft und Regierungsspitzen war aber noch an der Entstehung des UNO-Papiers beteiligt? Dazu erfahrt ihr mehr in unserem Studio-Gespräch zwischen Jasmin Kosubek und Alexander Pałucki.

Trotz der wachsenden Skepsis gegenüber internationaler Migrationspolitik in manchen Bereichen der Gesellschaft gibt es Menschen, die die Angelegenheit auf ihre eigene Weise in eigene Hände nehmen: Grigorij Richters ist Filmemacher und seit dem 27. Oktober zu Fuß unterwegs. Unter dem Motto ""I March for You"" läuft der Hamburger von Paris nach Berlin, um auf die vergessenen Kinder in den Flüchtlingslagern in Griechenland aufmerksam zu machen. Mittlerweile haben sich nicht nur Privatfamilien bereit erklärt 250 Kinder aufzunehmen. Auch die Städte Bonn und Köln sind bereit, mehr zu tun. Das Problem ist zum einen die EU, zum anderen die Bundesregierung, die in Sachen Migration nicht ohne Abstimmung entscheiden kann. Ein Bericht von Jasmin Kosubek. 

Obwohl die Mitgliedsstaaten bereits seit Januar 2016 gezielt am Pakt arbeiten, waren sowohl die Berichterstattung als auch die Kommunikation der Bundesregierung selbst die meiste Zeit absolut unbefriedigend. Doch mit zunehmenden Zweifeln seitens der Länder, die aus dem Pakt aussteigen, häufen sich auch die Fragen und Ängste der Menschen, die vermehrt auf die Straße gehen und Petitionen unterschreiben. Obgleich es am 8. November so weit war, eine öffentliche Debatte über den Migrationspakt im Bundestag zu veranstalten, lehnt der Petitionsausschuss des Bundestags Petitionen gegen den Pakt nach wie vor mit der Begründung ab, sie ""könnten den interkulturellen Dialog belasten"". 

Weiterführende Links

UNO-Migrationspakt auf Deutsch: 
http://www.un.org/depts/german/migration/A.CONF.231.3.pdf 

„Business Case for Migration“, das Papier des Weltwirtschaftsforums (WEF) auf Englisch:
http://www3.weforum.org/docs/GAC/2013/WEF_GAC_Migration_BusinessCase_Report_2013.pdf

Internationale Arbeitgeberorganisation (IOE) über „Arbeitsmigration“:
https://www.ioe-emp.org/en/policy-priorities/labour-migration/

CDU.de: Fragen und Antworten zum UN-Migrationspakt
https://www.cdu.de/artikel/fragen-und-antworten-zum-un-migrationspakt 

DFP-Kommentar: Das Weltwirtschaftsforum in Davos: Wer bestimmt die globale Agenda?
https://www.youtube.com/watch?v=iuJsEufXP-4 

DFP-Interview: „Kritik der Migration“ – Österreichischer Historiker Hannes Hofbauer im Gespräch
https://www.youtube.com/watch?v=qcoJueeQA6k 

Bildnachweise für den Beitrag zum Migrationspakt
Quelle 1: UNIFEED-UNTV
Quelle 2: YouTube// UdB
Quelle 3: YouTube// BundestagTV CDU
Quelle 4: YouTube// AuswaertigesAmtDE

Folge ""Der Fehlende Part"" auf Facebook: https://www.facebook.com/derfehlendepart.rt/
Folge ""Der Fehlende Part"" bei Google+: https://plus.google.com/111100971392398253655

Folge Jasmin auf Twitter: https://twitter.com/jasminkosubek 

#migrationspakt",PCbt54DKrMo,Wirtschaft oder Politik – Wer wirklich hinter dem UN-Migrationspakt steht [DFP08],156943
335,25,UCXJBRgiZRZvfilIGQ4wN5CQ,Junge Freiheit Verlag,74,10,536.0,834,2018-11-16,2018-11,Fri 17,2018-11 45,"['jf', 'jftv', 'jungefreiheit', 'junge freiheit', 'migrationspakt']",Mit Dieter Stein und Bastian Behrens +++ Nein zum Migrationspakt der UN: Angriff auf unsere Ordnung +++ Der Teufel steckt im Detail: Wohlfeile Worte sollen den Vertrag ausgewogen erscheinen lassen +++ Martin Hebner im Interview: „Das ist doch aberwitzig“ +++ Die Junge Freiheit abonnieren: www.jf.de/abo,6OX_sRM7Bm4,Ein Blick in die neue JF (47/18): Nein zum Migrationspakt der UN,10955
336,25,UCPj-O6kDjNyPbcuEHaODS2A,Tiemo Wölken,34,11,332.0,207,2018-11-16,2018-11,Fri 14,2018-11 45,"['merkel', 'un', 'migrationspakt', 'lkw', 'erasmus', 'ep', 'straßburg', 'plenum', 'europa', 'eu', 'tiemo wölken', 'spd', 'haushalt', 'europäisches parlament']","Im November Plenum des EP haben wir mit Bundeskanzlerin Merkel über die Zukunft der EU diskutiert, mehr Geld für Erasmus gefordert und beschlossen, dass LKW in Zukunft sauberer sein sollen.
--
Social Media ist kein #Neuland 
Facebook: https://www.facebook.com/twoelken 
Twitter: https://twitter.com/woelken 
Instagram: https://www.instagram.com/woelken/ 
Homepage: www.tiemo-woelken.de",2KhghjWlnvs,"Merkel, Migrationspakt, Erasmus, LKW",1886
337,23,UC3cmEfpy4XED7YYEe69nIMA,Oliver Janich,581,48,898.0,2235,2018-11-16,2018-11,Fri 06,2018-11 45,[],"https://meedia.de/2018/11/13/spiegel-faellt-mit-revolution-auf-drittniedrigsten-kiosk-verkauf-aller-zeiten-focus-erneut-unter-50-000/

https://www.achgut.com/artikel/warum_wir_wegen_der_hessenwahl_strafanzeige_erstattet_haben?fbclid=IwAR18odlE-mC97lGuxjz9-iN_u903kZd_0twnPLrmgEqkZgyQnU8bTyGHLqk

https://www.epochtimes.de/politik/welt/migrationspakt-der-uno-vollstaendiger-text-auf-deutsch-a2696610.html

http://www.un.org/depts/german/migration/A.CONF.231.3.pdf

https://de.wikipedia.org/wiki/Gleichschaltung

https://www.journalistenwatch.com/2018/11/15/migrationspakt-suggestive-irrefuehrung/

https://www.focus.de/politik/deutschland/wir-sind-die-mess-idioten-europas-politiker-wueten-nach-diesel-fahrverbot-auf-autobahn_id_9920715.html

https://www.bild.de/politik/inland/politik-inland/deutschland-trend-gruene-jetzt-fast-so-stark-wie-union-58453298.bild.html",J9NzOfBEkOw,Migrationspakt: Die totale Gleichschaltung | Grüne fast gleichauf mit CDU,29494
338,22,UCvNILC-oKDoxq2BZlpi8YRw,GEOENGINEERING-HAARP,163,19,1014.0,528,2018-11-15,2018-11,Thu 23,2018-11 45,[],"Video übernommen von: Mechtild Berwald , Am 11.11.2018 veröffentlicht
An alle Deutschen! Wozu dient der Migrationspakt, der im Dezember unterschrieben werden soll? Warum hat Merkel nicht den Friedensvertrag von Donald Trump angenommen? Der Vatikan hat Mord und Totschlag, wie schon immer, gut und von langer Hand vorbereitet. Und Merkel hat umzusetzen was der Vatikan will. Sie ist eine Vatikanvasallin! Wisst Ihr eigentlich, dass viele Syrier wieder in ihr Land wollen? Wisst Ihr, dass sie nicht gelassen werden? Und das weiß ich von ihnen persönlich! Warum werden integrierte Ausländer abgeschoben? Weil sie als Ablenkungsmanöver dienen sollen? Weil sie Platz für Extremisten, für Mörder, machen müssen? Der geplante Migrationspakt ist der Todesstoß für Deutschland! Danke Carsten Jahn!
-----------------------------------------------------------------------------------------------------------------------------------
Bitte als Mail + Flyer verbreiten: VEREINTE NATIONEN FORDERN BEVÖLKERUNGSAUSTAUSCH VON DEUTSCHLAND (UN- REPLACEMENT MIGRATION = AUSTAUSCH- MIGRATION) http://www.chemtrail.de/?p=10191 + Die Maske fällt- Vizepräsident der EU-Kommission Timmermans: „MONOKULTURELLE STAATEN AUSRADIEREN"" «. http://www.chemtrail.de/?p=11242#more... + EU- MIGRATIONSKANÄLE - NEU ANSIEDLUNG : europa.eu/rapid/press-release_IP-16-2434_de.htm -------------------------------------------------------------------------------------- 
ECHTE DEUTSCHE STAATSANGEHÖRIGKEIT nach Landeszugehörigkeit/ § 116.1: Lest auf www.chemtrail.de unter dem Titel: Warum die meis­ten Deut­schen nach dem Gesetz keine Deut­schen sind, keine echte Staats­an­ge­hö­rig­keit besit­zen und wel­che Trag­weite dies (auch inter­na­tio­nal) hat! http://www.chemtrail.de/?p=7277 
STILLE ENTEIGNUNG DROHT! HOLT EUCH UNBEDINGT DEN FLURSTÜCKS-UND EIGENTUMSNACHWEIS VOM KATASTERAMT MIT STEMPEL UND UNTERSCHRIFT FÜR 30 EURO! (in Niedersachsen jetzt Landesamt für Geoinformation und Landesvermessung benannt) Wenn gefragt wird, wofür Ihr das braucht, dann fangt bitte NICHT an, mit dem Deutschen Reich zu argumentieren, sondern sagt, daß Ihr Eure Liegenschaft verkaufen wollt + einen Makler eingeschaltet habt, welcher ausländische Interessenten gefunden hat, welche den EIGENTUMSNACHWEIS verlangen! Dann läuft alles glatt ab! Ich habe den EIGENTUMS-NACHWEIS schon länger. BITTE erledigt das noch möglichst bald. Es EILT! 
Weitere interessante Informationen (+FLYER, AUFKLEBER, BÜCHER, SONDERDRUCKE ÜBER WETTERKONTROLLE, DIE WAHRE (ELEKTRO-MAGNETISCHE /SKALARE) URSACHE DES TSCHERNOBYL-GAU;+ URANMUNITION- EINSATZ) finden Sie im Shop auf: http://www.chemtrail.de/",_WKRqsOFj-8,Migrationspakt -das geplante Morden,7251
339,23,UClOVHgi5_T3NyQsQPb0WXIw,gamesoftruth,203,6,316.0,759,2018-11-15,2018-11,Thu 22,2018-11 45,"['demokratie', 'europaparlament', 'bundesregierung', 'migrationsabkommen', 'politiker', 'medien', 'alternative medien', 'berichterstattung', 'kramp karrenbauer', 'merz', 'merkel', 'brexit', 'afd', 'kanzlerschaft', 'migrationspakt', 'afrika', '11dezember', 'global forum on migration', 'europaarmee', 'eu', 'paris', '1weltkrieg', 'macron', 'europa', 'einheit', 'lkw', 'klimaabkommen', 'autofirmen', 'dieselskandal']","Immer mehr Menschen haben den Eindruck, dass die Demokratie nicht so funktioniert wie sie funktionieren sollte. Das System ist so aufgebaut, dass das stimmt. Die angebliche Demokratie hat schwere Lücken. Ich befürchte, dass der Migrationspakt längst beschlossene Sache ist. 

Ich freue mich über die Unterstützung meiner Arbeit.
Iban: DE84 1203 0000 1059 953123
oder Paypal ( cbzimmermann@web.de)
https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=9CMFFVQYM8AY8

Games of Truth ist der Nachrichtenchannel der investigativen Diplom Journalistin Claudia Zimmermann - Lufthansa Pressestelle, danach 24 Jahre WDR Reporterin Fernsehen und Hörfunk, seitdem Whistleblowerin. Dieser Kanal wird von mir, unabhängig und frei gestaltet. Dies ist sehr arbeitsintensiv und deshalb zeitaufwendig. Sie dürfen mein Ein Frau Unternehmen gerne unterstützen mit einem Betrag Ihrer Wahl, einmalig oder regelmässig. Damit wir gemeinsam weiter aufklären und Infos teilen können, die am liebsten versteckt würden.
 


----------------------------------------­------------------------------------ 

Heute habe ich die Freiheit, vollkommen unabhängig zu sein und recherchieren und berichten zu können, über das was wichtig ist und über dasjenige worüber in den Mainstreammedien oft nicht berichtet wird. 

----------------------------------------­------------------------------------ 

Dazu informiere ich mich weltweit in Nachrichtenpools und verfüge inzwischen auch über ein großes und immer größer werdendes Netzwerk von Informanten und Fans, die mir Infos zukommen lassen und Themen anbieten. Oft sind das Themen, die bewußt von Medien ausgeklammert werden. 

----------------------------------------­------------------------------------

 Games of Truth - Spiele der Wahrheit - denn die Wahrheit ist nicht immer das, was wir glauben zu erkennen. Ich habe diesen Kanaltitel gewählt, weil ich ein Fan bin von Game of Thrones und es ausserdem ein wunderbares Buch gibt vom Philosophen Michel Foucault - Die Wahrheit wird bestimmt von Regeln und es gibt immer neue Strategien, um die Wahrheit zu definieren. So ist es auch mit unseren Medien. Ein Ereignis - verschiedene Sichtweisen, je nachdem was man hervorhebt oder weglässt. Ich nenne es inzwischen oft Propaganda, da viele Journalisten zu Pressesprecher verkommen sind, so scheint es. 

----------------------------------------­------------------------------------ 

Das was andere gerne weglassen, hebe ich auf meinem Channel hervor, damit sich jeder sein eigenes Urteil bilden kann. Die Geschichten hinter den Nachrichten, die Fakten und Daten, die oft nicht erwähnt werden, die erfahren Sie hier: recherchiert und aufgearbeitet - täglich zu aktuellen Themen. Nur wer umfassend informiert ist, hat die Macht etwas zu verändern. 

----------------------------------------­------------------------------------

Besuchen Sie auch meine Webseite https://gamesoftruth.de/ dort gibt es zusätzliche Hintergrundinfos und Beiträge in schriftlicher Form. 

Ich freue mich über jeden neuen Abonnenten:
https://www.youtube.com/c/gamesoftruth?sub_confirmation=",dVSGUweCkIg,Migrationspakt. Demokratie. Das Volk entscheidet ?,7277
340,25,UCq2rogaxLtQFrYG3X3KYNww,AfD Kompakt TV,343,26,189.0,2803,2018-11-15,2018-11,Thu 22,2018-11 45,"['meuthen', 'straßburg', 'eu', 'migrationspakt', 'gockel', 'youtube', 'klicks', 'aufrufe', 'unmigrationspakt', 'afd', 'efdd', 'alternative für deutschland']","Prof. Dr. Jörg Meuthen, AfD-Bundessprecher, MdEP und stellv. Vorsitzender der EFDD-Fraktion im Europaparlament, zum UN-Migrationspakt:
- öffentliche Diskussion darüber erreicht
- riesiger Erfolg des ersten Aufklärungsvideos dazu
- Dominoeffekt bei ablehnenden Staaten
- CDU innerlich zerrissen über Zustimmungsfrage
- optimistisch, dass der Protest noch weiter zunimmt

Hier das von Jörg Meuthen angesprochene Video:
https://www.youtube.com/watch?v=qsSN20ykEF8

Haben Sie unsren YouTube-Kanal eigentlich schon abonniert? Nein? Dann bitte hier entlang:
https://www.youtube.com/channel/UCq2rogaxLtQFrYG3X3KYNww/about?sub_confirmation=1

Weitere Informationen zum Protest:
https://www.afd.de/migrationspakt-stoppen/",GBoTK9swxLQ,Anschauen: Kampf der AfD gegen den Migrationspakt!,32741
341,25,UC1xHSWror_Xz0hP3R4-FVXQ,Josef Petermann,1,0,1088.0,5,2018-11-15,2018-11,Thu 21,2018-11 45,"['uno migrationspakt', 'brandenburger tor', 'migration', 'vereinten nationen', 'alternativen medien', 'topreportage', 'pakt', 'deutschland', 'agenda', 'unverbindlich', 'massenzuwanderung', 'migrationspakt der eliten', 'reportage']","Für den 1. Dezember rufen wir nun zur nationalen Kundgebung vor dem Brandenburger Tor in Berlin auf. Los geht es um 14 Uhr. Infos: https://goo.gl/dsgsiB
Global Compact for Safe, Orderly and Regular Migration – zu deutsch: Globaler Pakt für sichere, geordnete und reguläre Migration der Text in deutsch: https://goo.gl/FCFyf7
– so heißt der Pakt, den die Vereinten Nationen am 10. und 11. Dezember 2018 feierlich schließen wollen. Lange wurde das Thema hierzulande kaum diskutiert, doch alternativen Medien und die Alternative für Deutschland brachten den Pakt auf die Agenda. Die Diskussion, die nun um das Abkommen entbrannte ist, polarisiert so wie viele Debatten über Migration, Asyl und Einwanderung in diesem Land: Unverbindlich sei der Pakt, rein symbolisch oder gar gut im Sinne Deutschlands, sagen die einen. Ein verhängnisvoller Schritt in Richtung einer dauerhaften Massen-Zuwanderung aus den Armenhäusern der Welt – behaupten die anderen. Was stimmt? Eine JF-TV Reportage über den Migrationspakt der Eliten. 
Die Junge Freiheit abonnieren: www.jf.de/abo",yAcfKoPXieA,Der UNO Migrationspakt gut erklärt die TOP-Reportage,100
342,22,UClhu3XcgiqGj3kr5BoaDloA,Pantoffelheld,107,7,86.0,246,2018-11-15,2018-11,Thu 19,2018-11 45,[],"Diesmal geht es um alles! Grossdemo / Kundgebung 10 Tage vor dem Global Compact in der Hauptstadt. Von Pegida, Zukunft Heimat, Merkel muss weg etc.

Jeder der Europa und die Freiheit liebt muss nun auf die Strasse. Auch wenn der Weg noch so weit ist.

Ich habe mein Ticket nach Berlin schon gekauft heute.

Reupload von Zukunft Heimat: https://youtu.be/V5wrheCa4BI

Gesichter gegen den Pakt: https://www.youtube.com/channel/UCybX4Uv8W6MNR1dUfTdIeWw

Unterschreibt die Petition gegen den Pakt: https://migrationspakt-stoppen.info


#migrationspakt
#wirwerdenimmermehr
#demo",rZlFKHtjN0Q,Migrationspakt stoppen - Demo Aufruf 1.12.2018 Berlin Brandenburger Tor,6289
343,22,UCsys2EX3mERoBzRrPN-FmJg,AfD Fraktion Abgeordnetenhaus Berlin,175,18,331.0,1776,2018-11-15,2018-11,Thu 17,2018-11 45,"['migrationspaktstoppen', 'afd']","❝Migration ist kein Menschenrecht, sondern eine Entscheidung – und zwar vor allem die des Einwanderungslandes! 
Diese Tatsache wischt der Globale Pakt einfach vom Tisch.❞

#AfD #Migrationspaktstoppen",QGDIrDHbqrM,✋Migrationspakt stoppen - Rede Georg Pazderski,19809
344,22,UCfmOzrUPX4shSByl7fQPmGg,WerteUnion,14,1,206.0,33,2018-11-15,2018-11,Thu 15,2018-11 45,['werteunion meinung migration migrationspakt mitsch'],www.sag-uns-deine-meinung.de,uJz_jdKkoOo,Unterschriftenaktion gegen UN-Migrationspakt - Statement Bundesvorsitzender der WerteUnion,479
